"id";"type";"title";"effect";"tags";"conditional_tags";"lore";"discipline";"rarity";"author";"socket_a";"socket_b";"socket_d";"socket_e";"socket_f";"socket_g";"energy";"speed";"hp";"armour";"shield";"abm";"damage";"control";"damage_abm";"damage_shield";"damage_armour"
"180";"equipment";"Railgun";"";"";"";"Ein aktuelles Fabrikat eines elektromagnetischen Beschleunigers nach Militärstandard, die Railgun, welche Stahlgeschosse entlang ihrer zwei parallelen Magnetbahnen im Inneren des Waffenlaufs auf extreme Geschwindigkeiten beschleunigt.";"";"1";"MSGDI @sketchfab";"";"-1";"";"";"";"";"";"";"";"";"";"";"3";"";"";"";""
"181";"equipment";"Flugabwehrkanone";"";"";"";"Feindlicher Flugkörper im Anflugvektor 87.4|33.2|-12.0. Abfangen in T+34 Sekunden.";"";"1";"MSGDI @sketchfab";"-1";"";"";"";"";"";"";"";"";"";"";"1";"4";"";"";"";""
"182";"equipment";"Dual-Lasergeschütz";"";"";"";"Laserwaffen feuern fokussierte Lichtstrahlen auf ihr Ziel. Dieser Dual-Laser ausgestattete Waffenturm gehört zur Standardausrüstung vieler Kriegsschiffe.";"";"1";"MSGDI @sketchfab";"";"-1";"";"";"";"";"-1";"";"";"";"";"";"6";"";"";"-3";""
"183";"infrastructure";"Industriekomplex";"";"Planetar Aktion ( {ICON:hull} | {ICON:hull} | {ICON:hull} )";"";"""In der heutigen Gesellschaft, in der auf den individuellen Austausch basierenden Industrie, ist die Produktionsanarchie, die Quelle so vieles Elends, gleichzeitig die Ursache alles Fortschritts."" - Karl Marx";"";"1";"C. Thomsen";"";"";"";"";"";"";"-5";"";"";"";"";"";"";"";"";"";""
"184";"equipment";"Rumpferweiterung";"";"";"";"In den Werften der großen Jupitermonde werden in den inneren Welten konstruierte Schiffe häufig erweitert, um mehr Personal und Fracht aufnehmen zu können. Dass die Ästhetik der Schiffe darunter leidet, interessiert so weit draußen eh niemanden.";"";"1";"S. Vennebusch";"";"";"";"-1";"";"";"";"";"+4";"";"";"";"";"";"";"";""
"185";"infrastructure";"Kraftwerk";"";"Planetar";"";"Die Lichter der Kolonie sollen niemals erlöschen!";"";"0";"LEEROY Agency";"";"";"";"";"";"";"5";"";"";"";"";"";"";"";"";"";""
"186";"hull";"Korvette";"";"";"";"Korvetten sind kleine Kriegsschiffe, die von vielen Organisationen für bewaffnete Missionen eingesetzt werden.";"";"0";"ntnvnc @pixabay";"2";"";"";"1";"";"1";"";"4";"5";"";"";"";"";"";"";"";""
"187";"infrastructure";"Atomreaktor";"";"";"";"Die kontrollierte Kernspaltung bietet schon seit Jahrhunderten eine zuverlässige Energiequelle. Die kompakten Atomreaktoren lassen sich selbst auf kleineren Schiffen installieren.";"";"0";"Cosmic Level @pixabay";"";"";"";"-1";"";"";"2";"";"";"";"";"";"";"";"";"";""
"188";"infrastructure";"Solarpanele";"";"";"";"In den inneren Regionen des Sonnensystems ist Solarenergie ein Hauptenergieträger. Daher sind Solarpanele auch in den äußeren Welten trotz der geringen Sonneneinstrahlung häufig anzutreffen.";"";"0";"M. Jarmoluk";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";""
"201";"equipment";"Morgenröte";"Führe diesen Angriff auf alle am Gefecht beteiligten Schiffe durch, außer auf das Schiff mit der Morgenröte.";"Wirkungslos (Kolonie)";"";"Die Entwicklung der Morgenröte galt als Mythos. Eine Waffe, gebaut, um eine Schlacht mit einem Mal zu entscheiden.";"";"5";"C. Thomsen";"-2";"";"";"";"";"";"-4";"";"";"";"";"2";"6";"";"";"-3";""
"202";"equipment";"Hermes Manöver-Booster";"Kann nur an Schiffe mit 3+ {ICON:speed} angelegt werden. Dieses Schiff kann nicht als Ziel für Waffen gewählt werden, die einen Φ-Sockel nutzen.";"";"";"Ein ausgeklügeltes System, welches die G-Kräfte auf die Besatzung bei plötzlicher Beschleunigung reduziert, erlaubt es diesem Schiff rasant zu manövrieren wie ein Gefechtskörper.";"";"5";"C. Thomsen";"";"";"";"";"";"-1";"-1";"";"";"";"";"";"";"";"";"";""
"203";"equipment";"Leerenfeld";"Wirkungslos (Kolonie)";"";"";"""In Wirklichkeit gibt es nur die Atome und das Leere."" - Demokrit";"";"5";"C. Thomsen";"";"-1";"";"";"";"";"-1";"";"";"";"";"";"6";"";"";"-1";""
"204";"tactic";"Zweite Dienstzeit";"Verschiebe alle {ICON:hull}-Karten von deinem Ablagestapel in deine Koloniezone, die notwendig sind, um ein vollständiges Schiff zusammenzustellen. Lege diese Karte an das Schiff an.";"";"";"Trotz der schweren Schäden konnte dieses alte Schiff so weit wiederhergestellt werden, dass es erneut seinen Dienst antritt.";"Militär";"5";"C. Thomsen";"";"";"";"";"";"";"";"-1";"-3";"";"";"";"";"";"";"";""
"205";"tactic";"Der große Coup";"Lege diese Karte an ein Schiff mit 1+ {ICON:speed}. Ziehe eine zusätzliche Karte, wenn dieses Schiff eine Mission absolviert.";"Haltbarkeit (Spielzug)";"";"""Wer nichts waget, der darf nichts hoffen."" - Friedrich Schiller";"Information";"4";"ntnvnc @pixabay";"";"";"";"";"";"";"";"";"";"";"";"";"";"5";"";"";""
"206";"equipment";"KI-Manöversystem";"Kann nur an Schiffe mit 4+ {ICON:speed} angelegt werden. Reduziere den {ICON:damage} durch Angriffe auf dieses Schiff auf 4 {ICON:damage}, falls er mehr als 4 {ICON:damage} verursachen würde (nach allen Abzügen).";"";"";"Dieses neuronale Netz vermag Präzisionsmanöver durchzuführen, wie es die besten Piloten nicht vermögen.";"";"4";"G. Altmann";"";"";"";"1";"";"-1";"";"";"";"";"";"";"";"";"";"";""
"207";"equipment";"Materiedesintegrator";"";"";"";"Materiedesintegratoren wenden Prinzipien höherdimensionaler Energiemanipulation auf unterdimensionalen Ebenen an, um die Wechselwirkungen von Teilchen entfernter Zielobjekte zu manipulieren. Leider funktionieren diese Waffensysteme nur zuverlässig, wenn zwischen Waffensystem und dem Ziel weder andere Partikel noch Energiefelder liegen, welche den Effekt beeinflussen.";"";"4";"bullwa @sketchfab";"-1";"";"";"";"";"";"";"";"";"";"X";"";"4";"";"";"";""
"208";"tactic";"Informationshändler";"Ziehe Karten bis du eine {ICON:tactic} gezogen hast. Zeige sie deinen Gegnern und nimm sie auf die Hand. Mische die übrigen Karten in dein Deck.";"Aktion ( {ICON:tactic} Information + {ICON:tactic} Wirtschaft + {ICON:tactic} Wissenschaft)";"";"Informationshändler sammeln und katalogisieren politische, wissenschaftliche und wirtschaftliche Daten und bieten sie dem höchstbietenden an.";"Information";"4";"G. Altmann";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"209";"equipment";"Phasendisruptor";"";"";"";"Phasendisruptorwaffen interferieren mit den Bindungen der subatomaren Bausteine des Ziels und lösen unvorhersehbare Quanteneffekte aus. Sie gehören zu den wenigen Waffensystemen, gegen die es bislang keine effektiven Schutzmaßnahmen gibt, da weder Strahlenschilde noch Panzerungssysteme die Schadenswirkung dämpfen.";"";"4";"Kirilllucas @sketchfab";"";"-1";"";"";"";"";"";"";"";"";"";"";"4";"";"";"";""
"210";"tactic";"Schwarzmarkthandel";"Ziehe Karten, bis du 4 {ICON:equipment}-Karten gezogen hast, und nimm sie auf die Hand. Mische die übrigen Karten zurück in dein Deck.";"Tribut 1";"";"""Wenn man einen freien Markt vernichtet, schafft man einen Schwarzmarkt."" - Winston Churchill";"Wirtschaft";"4";"C. Thomsen";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"211";"equipment";"Tarnkappe";"";"";"";"Eine spezielle Beschichtung, welche die meisten Licht- und Radiowellen absorbiert. Gekoppelt mit einem speziellen Antriebssystem mit minimaler Licht- und Hitzesignatur, sind so ausgestattete Schiffe nur schwer ausfindig zu machen.";"";"3";"C. Thomsen";"";"";"";"-1";"";"-1";"";"-1";"";"";"";"";"";"3";"";"";""
"212";"tactic";"Söldner";"Lege eine Karte auf deinen Ablagestapel. Spiele alle {ICON:hull}-Karten von deiner Hand aus um ein neues Schiff zu vollenden. Lege danach beliebig viele {ICON:hull} oder {ICON:hull}-Karten an dieses Schiff an.";"";"";"Viele Veteranen der Erdenkriege finden in den Konflikten der äußeren Kolonien einen Platz, um ihre Berufung fortzuführen. Ein Leben für den Tod.";"Militär";"3";"T. Budach";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"213";"hull";"Fregatte [Heck]";"";"Komponenten (Bug, Heck)";"";"Mit einer Vielzahl kleiner Gefechtstürme dient diese Fregatte dem Schutz von Großkampfschiffen und Transportkonvois.";"";"3";"C. Keough";"3";"";"";"1";"";"1";"";"3";"7";"";"";"";"";"";"";"";""
"214";"tactic";"Bombenanschlag";"Führe diesen Angriff auf eine Karte in der Koloniezone eines Gegners oder auf die Kolonie eines Gegners aus.";"";"";"""Terror ist nichts anderes als sofortige, unnachsichtige und unbeugsame Gerechtigkeit; folglich ist er ein Ausfluß der Tugend."" - Maximilien de Robespierre";"Information";"3";"C. Thomsen";"";"";"";"";"";"";"";"";"";"";"";"";"3";"";"";"";""
"215";"equipment";"EMP Torpedos";"";"Einmalige Verwendung Paralysierend";"";"Ein Elektromagnetischer Impuls ist eine breitbandige elektro-magnetische Strahlung, die bei einem einmaligen, hochenergetischen Ausgleichsvorgang abgegeben wird.";"";"3";"AnirudhRao @sketchfab";"";"";"-1";"";"";"";"";"";"";"";"";"";"4";"";"-2";"-2";""
"216";"equipment";"Schwarmraketensystem";"Kann pro Gefecht nur einmal eingesetzt werden.";"";"";"Um das Verteidigungsnetz des Ziels zu durchdringen setzen Schwarmraketensysteme auf zahlreiche kleine Sprengköpfe, welche sich in kleinen Schwärmen dem Ziel von unterschiedlichen Seiten nähern.";"";"3";"C. Keough";"";"";"-1";"";"";"";"";"";"";"";"";"";"8";"";"-2";"";""
"217";"tactic";"Schrottsammler";"Wähle bis zu 3 Karten von deinem Ablagestapel, zeige sie deinen Gegnern und mische sie in dein Deck.";"";"";"Nicht jeder Raumfahrende ist ein Wissenschaftler oder Offizier. Einigen bleibt nur ihren Lebensunterhalt mit dem zu verdienen, was andere wegwerfen.";"Wirtschaft";"2";"C. Thomsen";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"218";"tactic";"Blinder Fleck";"Wähle ein Schiff. Dieses Schiff kann nicht angreifen und seine {ICON:abm} nicht einsetzen, kann aber auch nicht zum Ziel von Angriffen werden.";"Intervention (Gefechtsphasenbeginn) Haltbarkeit (Gefechtsphase)";"";"Trotz optimaler Flugbahnberechnungen ist in hitzigen Gefechten ein Schiff manchmal nicht da, wo es sein sollte.";"Information";"2";"C. Thomsen";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"219";"infrastructure";"Freihändlerkontor";"";"Aktion ( {ICON:tactic} Information + {ICON:tactic} Wirtschaft)";"";"""Krieg, Handel und Piraterie, Dreieinig sind sie, nicht zu trennen." - Johann Wolfgang von Goethe";"";"2";"I. Oprisan";"";"";"";"";"-2";"";"-3";"";"";"";"";"";"";"";"";"";""
"220";"hull";"Blockadebrecher";"";"";"";"Ein auf Grund seiner unübertroffenen Beschleunigung von Schmugglern und Plünderern präferiertes Schiff. Zehn gekoppelte Ionenschubdüsen könnten tagelang bis zu 12 G Schub bereitstellen, doch ist die Konstitution der Crew hierbei der limitierende Faktor.";"";"2";"morepolys @sketchfab";"1";"";"";"1";"";"";"";"5";"4";"";"";"";"";"";"";"";""
"221";"hull";"Schwerer Frachter [Bug]";"";"Komponenten (Bug, Heck)";"";"Für viele Freihändler, die keiner Nation oder Kolonie angehören, sind diese Frachter ihr Zuhause. Einige dieser Schiffe sind schon mehrere Generationen in den Händen der gleichen Händlerfamilie.";"";"2";"ribot02 @sketchfab";"2";"";"";"1";"1";"";"";"";"8";"";"";"";"";"";"";"";""
"222";"tactic";"Wracks plündern";"";"Wähle bis zu 3 {ICON:hull}-Karten von deinem Ablagestapel, zeige sie deinen Gegnern und mische sie in dein Deck. Ziehe eine Karte.";"";"Nehmt alles mit was ihr findet, von der Besatzung ist nach dem Aufsprengen der Luftschleusen eh keiner mehr übrig, der noch etwas von der Ausrüstung gebrauchen könnte.";"Information";"2";"Tohoku University";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"223";"equipment";"Massebeschleuniger";"";"";"";"Eine größere Variante der Railgun, welche Kaliber mit doppelt so großer Masse verschießen kann.";"";"2";"C. Rudorff";"";"-1";"";"";"";"";"-1";"";"";"";"";"";"4";"";"";"";""
"224";"equipment";"Bergbaulaser";"";"Verheerend (Kolonie) Wirkungslos (3+ {ICON:speed})";"";"Eigentlich für den Asteroidenbergbau konstruiert, hat dieses Lasersystem auch eine fatale Wirkung beim Einsatz gegen planetare Stützpunkte.";"";"2";"Star Conflict @sketchfab";"-1";"";"";"-1";"";"";"";"";"";"";"";"";"7";"";"";"-6";""
"225";"orb";"Ceres";"Reduziert die maximale Anzahl deiner Handkarten um 1.";"Aktion ( {ICON:tactic}-Wirtschaft) Multiplikator ( {ICON:tactic}-Wirtschaft)";"";"Ceres ist ein zwischen Mars und Jupiter befindlicher Zwergplanet. Seine Position macht ihn zum wichtigsten Handelsstandort der äußeren Kolonien mit Mars, Luna, Erde und Venus.";"";"2";"NASA";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"226";"hull";"Schwerer Frachter [Heck]";"";"Komponenten (Bug, Heck)";"";"Eine Variante des marsianischen Standardfrachtschiffes mit leichterem Design, um den Anforderungen der Freihändler in den äußeren Systemen gerecht zu werden.";"";"2";"ribot02 @sketchfab";"";"";"";"1";"1";"";"";"3";"7";"";"";"";"";"";"";"";""
"227";"hull";"Raumstation [Sektion]";"";"Komponenten (2x Sektion)";"";"Raumstationen ermöglichen den schnellen Warenaustausch und den Transport zur Oberfläche mit Landeshuttles.";"";"2";"C. Thomsen";"3";"";"";"2";"1";"";"";"0";"12";"";"";"";"";"";"";"";""
"228";"hull";"Orbitaler Außenposten";"";"";"";"Ein ziviler Außenposten mit minimaler Besatzung, aber viel Platz für das aufkeimende Geschäft auf dieser neuen Welt.";"";"2";"NovA29R @sketchfab";"1";"";"";"2";"2";"";"";"0";"10";"";"";"";"";"";"";"";""
"229";"tactic";"Bodenproben";"Ziehe Karten bis du 2 {ICON:orb} gezogen hast. Zeige sie deinen Gegnern und nimm sie auf die Hand. Mische die übrigen Karten in dein Deck.";"";"";"Nur dort, wo es Wasser, seltene Erden und Metalle gibt, lohnt sich eine Expansion der Kolonie, denn ohne eine ausgebaute Infrastruktur ist es schwer, diese Dinge zu transportieren.";"Wissenschaft";"2";"Pexels";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"230";"infrastructure";"Verwaltungsbüros";"";"Multiplikator ( {ICON:infrastructure} )";"";"""Wenn der Wind der Veränderung weht, bauen die einen Windmühlen und die anderen Mauern."" - Chinesisches Sprichwort";"";"2";"Nikitos & 3130 @sketchfab";"";"";"";"";"-2";"";"-2";"";"";"";"";"";"";"";"";"";""
"231";"tactic";"Unruhen schüren";"Der aktive Spieler kann diese Runde eine {ICON:hull} und eine {ICON:hull}-Karte weniger ausspielen.";"Intervention (Rundenbeginn)";"";"""Es gibt nur eine Sache, die größer ist als die Liebe zur Freiheit: Der Hass auf die Person, die sie dir wegnimmt."" - Che Guevara";"Information";"2";"MasterTux @pixabay";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"232";"tactic";"Warenlieferung";"Ziehe 2 Karten.";"";"";"Einige milde Gaben unserer privilegierten Unterstützer aus den Venus-Habitaten.";"Wirtschaft";"1";"M. Gaida";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"233";"tactic";"ABM-KI";"Reaktiviere {ICON:equipment} deines Gegners, die in Summe bis zu 4 {ICON:abm} bieten.";"Intervention (Angriff)";"";"Eine künstliche Intelligenz, welche Flugmuster von Raketen und Torpedos vorhersagt und das Abwehrfeuer der Flotte gemäß prädiktiver Algorithmen synchronisiert.";"Wissenschaft";"1";"G. Altmann";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"234";"equipment";"Punktabwehrlaser";"";"";"";"Wenn Flottengefechte länger andauern, ist das Letzte, was man möchte, dass die Munition der Abwehrkanonen ausgeht. Mancher Kapitän vertraut daher lieber auf die Lebensdauer seines Schiffakkus.";"";"1";"D. Spoon";"-1";"";"";"";"";"";"";"";"";"";"X";"2";"2";"";"";"";""
"235";"tactic";"Blindgänger";"Negiere den Angriff einer {ICON:equipment}, die einen Φ-Sockel benötigt.";"Intervention (Angriff)";"";"Wir sollten aufhören unsere Torpedos bei zwielichtigen Schmugglern auf Ceres zu kaufen.";"Wirtschaft";"1";"C. Thomsen";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"236";"tactic";"Handelsembargo";"";"Intervention ({ICON:tactic} Wirtschaft, {ICON:tactic} Wissenschaft)";"";"Die Unterbrechung des Handels mit den etablierten Kolonien verschiebt den Fokus schnell auf naheliegende Herausforderungen, wie die Sicherstellung der Lebensmittelversorgung für die Kolonie.";"Wirtschaft";"1";"T. Budach";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"237";"equipment";"Mini-Railgun";"";"";"";"Beschleunigt winzige Metallkörnchen auf bis zu 150 Kilometer pro Sekunde. Die Masse der Geschosse reicht zwar nicht aus, um Großkampfschiffe ernsthaft zu beschädigen, aber Gefechtsköpfe und kleine Flugkörper lassen sich mit dieser kleineren Railgunvariante bereits auf großer Distanz unschädlich machen.";"";"1";"Everlasting17 @sketchfab";"-1";"";"";"";"";"";"";"";"";"";"";"1";"1";"";"";"";""
"238";"infrastructure";"Schmugglernest";"Erhöhe die maximale Anzahl deiner Handkarten um 1.";"Planetar";"";"""Ich verabscheue Schmuggelei. Es ist ein Verbrechen gegen den fairen Handel und die Integrität der Gesellschaft."" - Nelson Mandela";"";"1";"Sergei Tokmakov";"";"";"";"";"";"";"";"";"4";"";"";"1";"";"";"";"";""
"239";"infrastructure";"Horchposten";"";"Aktion ( {ICON:tactic} Information)";"";"""Spionage ist der grenzüberschreitende Blick durchs Schlüsselloch."" - Unbekannt";"";"1";"J. B. Buß";"";"";"";"";"-1";"";"-2";"";"";"";"";"";"";"1";"";"";""
"240";"equipment";"Ceramo-Stahl";"";"Einmalige Verwendung";"";"Eine robuste Legierung, die sich äußerst kostengünstig herstellen lässt. Das verhältnismäßig hohe Gewicht ist bei der niedrigen Gravitation der äußeren Monden ein untergeordnetes Problem.";"";"1";"P. Linforth";"";"";"";"-1";"";"";"";"-1";"+3";"";"";"";"";"";"";"";""
"241";"equipment";"Freibeuterbesatzung";"Alle deine Gegner legen eine zufällige Handkarte ab, wenn dieses Schiff eine Mission absolviert.";"";"";"""Ich bin ein übelriechender, Grog-gurgelnder Pirat."" - Monkey Island";"";"1";"C. Thomsen";"";"";"";"-1";"";"";"";"";"";"";"";"";"";"";"";"";""
"242";"infrastructure";"Kraftwerk";"";"Planetar";"";"Unsere Geologen haben meterdicke Kohlenstoffablagerungen auf diesem Mond gefunden? Perfekt, errichten wir dort ein Kraftwerk.";"";"0";"D. Krumins";"";"";"";"";"";"";"5";"";"";"";"";"";"";"";"";"";""
"243";"hull";"Korvette";"";"";"";"Klein, schnell und günstig. Ausreichend für die meisten Operationen verschiedenster Organisationen.";"";"0";"J_ @sketchfab";"2";"";"";"1";"";"1";"";"4";"5";"";"";"";"";"";"";"";""
"244";"infrastructure";"Atomreaktor";"";"";"";"Die kontrollierte Kernspaltung bietet schon seit Jahrhunderten eine zuverlässige Energiequelle. Die kompakten Atomreaktoren lassen sich selbst auf kleineren Schiffen installieren.";"";"0";"Pixabay";"";"";"";"-1";"";"";"2";"";"";"";"";"";"";"";"";"";""
"245";"infrastructure";"Solarpanele";"";"";"";"Die günstigste und einfachste aller Energiequellen; zumindest solange man sich diesseits des Jupiters befindet. Dahinter wird es immer dunkler.";"";"0";"P. Pruzina";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";""
"301";"orb";"Io";"";"Planetar Unerschöpflich";"";"Io liegt als innerster der großen Jupitermonde innerhalb von dessen starkem Magnetfeld, welches Elektronik jeglicher Art beeinträchtigt. Nahezu unerschöpflich jedoch ist die geothermische Energie, die sein starker Vulkanismus bietet.";"";"5";"NASA";"";"";"";"";"";"";"6";"";"";"";"";"1";"";"";"";"";""
"302";"equipment";"Götterdämmerung";"";"";"";"""Ich bin der Tod geworden, der Zerstörer der Welten."" - Robert Oppenheimer";"";"5";"C. Thomsen";"";"-3";"";"";"";"";"-6";"";"";"";"";"";"50";"";"";"-6";""
"303";"equipment";"Archenemitter";"";"";"";"""Im Krieg haben wichtige Ereignisse unscheinbare Ursachen."" - Julius Cäsar";"";"5";"C. Thomsen";"";"-2";"";"";"";"";"-2";"";"";"";"";"";"6";"";"";"";""
"304";"equipment";"Antimaterietorpedos";"Kann pro Gefecht nur einmal eingesetzt werden.";"";"";"Jeder dieser Sprengköpfe ist mit 2 kg Antimaterie bestückt, welche bei Annihilation eine Sprengkraft äquivalent zu 90 Megatonnen TNT freisetzt.";"";"5";"MSGDI @sketchfab";"";"";"-1";"";"";"";"-2";"";"";"";"";"";"22";"";"-11";"";""
"305";"infrastructure";"Terraformer";"Kommt der Multiplikatoreffekt zur Anwendung, erhältst du überdies:";"5x Multiplikator ( {ICON:orb} )";"Aktion (5x {ICON:tactic} | {ICON:hull} | {ICON:equipment} | {ICON:infrastructure} )";"Wir erschaffen neue Welten für die Menschheit.";"";"5";"C. Thomsen";"";"";"";"";"-2";"";"-4";"";"";"";"";"";"";"";"";"";""
"306";"hull";"Schlachtschiff [Bug]";"Komponenten (Bug, Kern, Heck)";"";"";"""Ich fürchte, alles, was wir getan haben, ist, einen schlafenden Riesen zu wecken und ihn mit einer furchtbaren Entschlossenheut zu erfüllen."" - Admiral Isoroku Yamamoto";"";"4";"lightwarrior @sketchfab";"";"1";"";"1";"";"";"";"";"15";"";"";"";"";"";"";"";""
"307";"tactic";"Astrodynamik";"Du darfst in diesem Gefecht Angriffe auf die Koloniezone deines Gegners bereits auf Reichweite 2 durchführen.";"Intervention (Gefechtsphasenbeginn)";"";"Nach Abschluss des Hohmann Manövers durch retrograden Schub, die Periapsis unter 70.000 senken.";"Wissenschaft";"4";"NASA";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"308";"hull";"Schlachtschiff [Kern]";"";"Komponenten (Bug, Kern, Heck)";"";"Zusätzliche Sockel für anti-ballistische Verteidigungssysteme sollen dieses Schlachtschiff befähigen, auch ohne Eskortschiffe einen Torpedoangriff zu überstehen.";"";"4";"lightwarrior @sketchfab";"2";"2";"";"1";"";"";"";"";"10";"";"";"";"";"";"";"";""
"309";"hull";"Schlachtschiff [Heck]";"Komponenten (Bug, Kern, Heck)";"";"";"Damit dieses Schlachtschiff den Rest der Flotte nicht ausbremst, wurden die Triebwerke verstärkt und das Gewicht reduziert.";"";"4";"lightwarrior @sketchfab";"";"1";"";"2";"";"";"-2";"2";"11";"";"";"";"";"";"";"";""
"310";"equipment";"Gauss Kanone";"";"";"";"""Ob ich die Mathematik auf ein paar Dreckklumpen anwende, die wir Planeten nennen, oder auf rein arithmetische Probleme, es bleibt sich gleich."" - Carl Friedrich Gauß";"";"4";"L. A. Johansson";"";"-2";"";"";"";"";"-3";"";"";"";"";"";"5";"";"";"";""
"311";"hull";"Sternbasis [Sektion]";"Komponenten (3x Sektion)";"";"";"Sternbasen sind weitestgehend autarke Stationen, welche monatelang ohne Nachschubkonvois auskommen können.";"";"3";"pikabobalex @sketchfab";"";"1";"1";"2";"1";"";"";"0";"14";"";"";"";"";"";"";"";""
"312";"equipment";"Refraktorfeld";"Kann an kein Schiff angelegt werden, das bereits über mindestens 1 {ICON:shield} verfügt.";"Unerschöpflich";"";"Dieses auf der Venus patentierte physikalische Verfahren ist leider inkompatibel mit anderen gängigen Schildsystemen.";"";"3";"C. Thomsen";"";"";"";"-1";"";"";"-2";"";"";"";"1";"";"";"";"";"";""
"313";"hull";"Schlachtschiff [Bug]";"";"Komponenten (Bug, Kern, Heck)";"";"Schwer gepanzerte Schlachtschiffe sind ein seltener Anblick im äußeren Teil des Sonnesystems, da kaum eine Kolonie die Ressourcen zum Bau eines dieser Kollosse aufzubringen vermag.";"";"3";"lightwarrior @sketchfab";"";"2";"";"2";"";"";"";"";"11";"";"";"";"";"";"";"";""
"314";"hull";"Schlachtschiff [Kern]";"";"Komponenten (Bug, Kern, Heck)";"";"Schwer gepanzerte Schlachtschiffe sind ein seltener Anblick im äußeren Teil des Sonnesystems, da kaum eine Kolonie die Ressourcen zum Bau eines dieser Kollosse aufzubringen vermag.";"";"3";"lightwarrior @sketchfab";"";"3";"";"1";"";"";"";"";"11";"";"";"";"";"";"";"";""
"315";"hull";"Schlachtschiff [Heck]";"";"Komponenten (Bug, Kern, Heck)";"";"Schwer gepanzerte Schlachtschiffe sind ein seltener Anblick im äußeren Teil des Sonnesystems, da kaum eine Kolonie die Ressourcen zum Bau eines dieser Kollosse aufzubringen vermag.";"";"3";"lightwarrior @sketchfab";"";"1";"";"3";"";"";"-1";"1";"11";"";"";"";"";"";"";"";""
"316";"tactic";"Militärforschung";"";"Aktion (4x {ICON:tactic} Militär)";"";"""Wiederholen Sie nicht die Taktik, die Ihnen einen Sieg beschert hat, sondern lassen Sie Ihre Methoden durch die unendlichen Umstände regulieren."" - Sun Tzu";"Wissenschaft";"3";"G. Altmann";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"317";"orb";"Kallisto";"";"Aktion ( {ICON:tactic} Militär) Multiplikator ( {ICON:equipment} )";"";"Kallisto ist der äußerste große Mond des Jupiters. Er dient den marsianischen Oligarchenhäusern schon lange als verlängerte Werkbank und militärischer Vorposten.";"";"3";"NASA";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"318";"equipment";"Nova-Torpedos";"";"Einmalige Verwendung Verheerend (Kolonie)";"";"Nova-Torpedos sind moderne Neutronenbomben, die bei Detonation über eine Hitze- und Druckwirkung vergleichbar mit einer konventionellen Fusionsbombe verfügen, jedoch eine deutlich erhöhten Strahlungsausstoß aufweisen.";"";"3";"C. Thomsen";"";"";"-1";"";"";"";"-1";"";"";"";"";"";"14";"";"-7";"-4";""
"319";"tactic";"Zusatztorpedos";"Wähle ein Schiff. Reaktiviere alle an diesem Schiff anliegenden {ICON:equipment}, die einen Φ-Sockel benötigen.";"Intervention (Gefechtsphasenbeginn)";"";"Vergrößern wir unseren Torpedovorteil!";"Militär";"2";"C. Thomsen";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"320";"infrastructure";"Legierungsgießerei";"";"Aktion ( {ICON:hull} | {ICON:equipment} )";"";"In diesen Hochöfen schmieden wir die Rümpfe unserer Schiffsmodule aus fortgeschrittenen Legierungen.";"";"2";"GMH official";"";"";"";"";"-1";"";"-3";"";"";"";"";"";"";"";"";"";""
"321";"tactic";"Recycling";"Lege die 6 obersten Karten deines Ablagestapels unter dein Deck.";"";"";"Schon vor Jahrhunderten mussten die Menschen lernen, dass sie die verfügbaren Ressourcen wiederverwerten mussten, um auf Welten mit lebensfeindlicher Umgebung zu überleben. Auf der Erde, wo die Menschen alles im Überfluss hatten, hat sich dieser Gedanke jedoch nie durchgesetzt.";"Wirtschaft";"2";"PIRO4D @pixabay";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
